AnalysisID,Date,PlotKey,Location,Plot,SubPlot,Block,Rotation,Tillage,NitrateN,Depth,CropName,Year,Winter,Cover,winter
221219664,2021-10-15,24410,2,44,10,3,R5,D1,8.25,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219663,2021-10-15,24420,2,44,10,3,R5,D1,8.57,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219662,2021-10-15,24310,2,43,10,3,R5,H,0.43,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219661,2021-10-15,24320,2,43,10,3,R5,H,6.52,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219660,2021-10-15,24210,2,42,10,3,R5,P,5.6,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219659,2021-10-15,24220,2,42,10,3,R5,P,6.1,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219658,2021-10-15,24110,2,41,10,3,R5,D2,15.97,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219657,2021-10-15,24120,2,41,10,3,R5,D2,12.01,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219656,2021-10-15,24406,2,44,6,3,R5,D1,11.59,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219655,2021-10-15,24416,2,44,6,3,R5,D1,6.77,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219668,2021-10-15,25010,2,50,10,4,R4,P,14.02,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219694,2021-10-15,26310,2,63,10,4,R3,D1,7.21,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219599,2021-10-15,22805,2,28,5,2,R4,D1,5.27,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219602,2021-10-15,22905,2,29,5,2,R5,D2,21.7,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219704,2021-10-15,25601,2,56,1,4,R5,D1,4.42,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219703,2021-10-15,25611,2,56,1,4,R5,D1,8.61,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219702,2021-10-15,25501,2,55,1,4,R5,H,0.7,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219701,2021-10-15,25511,2,55,1,4,R5,H,7.66,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219700,2021-10-15,25401,2,54,1,4,R5,P,5.9,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219699,2021-10-15,25411,2,54,1,4,R5,P,7.64,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219698,2021-10-15,25301,2,53,1,4,R5,D2,15.19,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219697,2021-10-15,25311,2,53,1,4,R5,D2,2.35,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219678,2021-10-15,25405,2,54,5,4,R5,P,14.29,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219695,2021-10-15,26405,2,64,5,4,R3,P,8.3,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219679,2021-10-15,25420,2,54,10,4,R5,P,15.85,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219693,2021-10-15,26305,2,63,5,4,R3,D1,10.14,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219692,2021-10-15,26210,2,62,10,4,R3,D2,4.41,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219691,2021-10-15,26205,2,62,5,4,R3,D2,8.03,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219690,2021-10-15,26110,2,61,10,4,R3,H,10.12,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219689,2021-10-15,26105,2,61,5,4,R3,H,9.43,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219688,2021-10-15,25610,2,56,10,4,R5,D1,13.28,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219687,2021-10-15,25620,2,56,10,4,R5,D1,14.95,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219686,2021-10-15,25605,2,56,5,4,R5,D1,11.79,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219685,2021-10-15,25615,2,56,5,4,R5,D1,14.93,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219684,2021-10-15,25510,2,55,10,4,R5,H,11.91,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219683,2021-10-15,25520,2,55,10,4,R5,H,11.67,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219696,2021-10-15,26410,2,64,10,4,R3,P,14.2,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219613,2021-10-15,23215,2,32,5,2,R5,H,16.62,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219626,2021-10-15,23306,2,33,6,3,R3,D1,13.91,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219625,2021-10-15,23301,2,33,1,3,R3,D1,30.7,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219624,2021-10-15,23201,2,32,1,2,R5,H,10.78,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219623,2021-10-15,23211,2,32,1,2,R5,H,6.5,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219622,2021-10-15,23101,2,31,1,2,R5,D1,9.18,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219621,2021-10-15,23111,2,31,1,2,R5,D1,7.81,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219620,2021-10-15,23001,2,30,1,2,R5,P,10.81,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219619,2021-10-15,23011,2,30,1,2,R5,P,11.48,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219618,2021-10-15,22901,2,29,1,2,R5,D2,16.72,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219617,2021-10-15,22911,2,29,1,2,R5,D2,12.82,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219616,2021-10-15,23210,2,32,10,2,R5,H,24.7,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219627,2021-10-15,23401,2,34,1,3,R3,H,9.05,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219614,2021-10-15,23205,2,32,5,2,R5,H,26.5,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219604,2021-10-15,22910,2,29,10,2,R5,D2,40.1,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219612,2021-10-15,23110,2,31,10,2,R5,D1,17.64,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219611,2021-10-15,23120,2,31,10,2,R5,D1,26.7,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219610,2021-10-15,23105,2,31,5,2,R5,D1,20.47,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219609,2021-10-15,23115,2,31,5,2,R5,D1,16.18,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219608,2021-10-15,23010,2,30,10,2,R5,P,12.61,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219607,2021-10-15,23020,2,30,10,2,R5,P,16.49,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219606,2021-10-15,23005,2,30,5,2,R5,P,9.24,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219605,2021-10-15,23015,2,30,5,2,R5,P,17.35,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219653,2021-10-15,24411,2,44,1,3,R5,D1,11.74,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219603,2021-10-15,22920,2,29,10,2,R5,D2,14.2,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219681,2021-10-15,25515,2,55,5,4,R5,H,15.25,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219615,2021-10-15,23220,2,32,10,2,R5,H,15.3,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219650,2021-10-15,24301,2,43,1,3,R5,H,10.89,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219651,2021-10-15,24316,2,43,6,3,R5,H,12.86,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219649,2021-10-15,24311,2,43,1,3,R5,H,12.59,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219648,2021-10-15,24206,2,42,6,3,R5,P,9.46,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219647,2021-10-15,24216,2,42,6,3,R5,P,19.78,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219646,2021-10-15,24201,2,42,1,3,R5,P,3.14,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219645,2021-10-15,24211,2,42,1,3,R5,P,7.97,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219644,2021-10-15,24106,2,41,6,3,R5,D2,11.37,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219643,2021-10-15,24116,2,41,6,3,R5,D2,14.14,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219642,2021-10-15,24101,2,41,1,3,R5,D2,10.39,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219641,2021-10-15,24111,2,41,1,3,R5,D2,14.01,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219640,2021-10-15,24006,2,40,6,3,R4,D1,11.57,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219639,2021-10-15,24001,2,40,1,3,R4,D1,8.06,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219631,2021-10-15,23601,2,36,1,3,R3,D2,6.78,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219638,2021-10-15,23906,2,39,6,3,R4,H,10.92,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219652,2021-10-15,24306,2,43,6,3,R5,H,22.5,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219630,2021-10-15,23506,2,35,6,3,R3,P,7.03,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219628,2021-10-15,23406,2,34,6,3,R3,H,9.87,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219632,2021-10-15,23606,2,36,6,3,R3,D2,5.07,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219633,2021-10-15,23701,2,37,1,3,R4,D2,15.1,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219634,2021-10-15,23706,2,37,6,3,R4,D2,11.29,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219635,2021-10-15,23801,2,38,1,3,R4,P,3.62,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219636,2021-10-15,23806,2,38,6,3,R4,P,2,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219637,2021-10-15,23901,2,39,1,3,R4,H,4.5,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219629,2021-10-15,23501,2,35,1,3,R3,P,8.77,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219358,2021-09-30,20706,2,7,6,1,R4,H,28.42,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219354,2021-09-30,20506,2,5,6,1,R4,D2,7.07,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219355,2021-09-30,20601,2,6,1,1,R4,P,8.09,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219356,2021-09-30,20606,2,6,6,1,R4,P,9.91,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219357,2021-09-30,20701,2,7,1,1,R4,H,9.73,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219359,2021-09-30,20801,2,8,1,1,R4,D1,28.42,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219360,2021-09-30,20806,2,8,6,1,R4,D1,7.5,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219361,2021-09-30,21301,2,13,1,1,R3,H,19.71,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219353,2021-09-30,20501,2,5,1,1,R4,D2,1.49,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219363,2021-09-30,21401,2,14,1,1,R3,D1,23.32,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219346,2021-09-30,20301,2,3,1,1,R5,H,9.35,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219364,2021-09-30,21406,2,14,6,1,R3,D1,4.24,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219362,2021-09-30,21306,2,13,6,1,R3,H,3.92,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219352,2021-09-30,20406,2,4,6,1,R5,P,9.17,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219351,2021-09-30,20416,2,4,6,1,R5,P,16.86,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219350,2021-09-30,20401,2,4,1,1,R5,P,9.36,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219349,2021-09-30,20411,2,4,1,1,R5,P,14.61,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219347,2021-09-30,20316,2,3,6,1,R5,H,13.76,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219345,2021-09-30,20311,2,3,1,1,R5,H,17.79,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219344,2021-09-30,20206,2,2,6,1,R5,D2,14.94,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219343,2021-09-30,20216,2,2,6,1,R5,D2,15.74,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219342,2021-09-30,20201,2,2,1,1,R5,D2,13.51,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219365,2021-09-30,21501,2,15,1,1,R3,P,6.57,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219379,2021-09-30,22205,2,22,5,2,R3,D1,29.13,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219341,2021-09-30,20211,2,2,1,1,R5,D2,18.37,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219348,2021-09-30,20306,2,3,6,1,R5,H,8.5,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219378,2021-09-30,22110,2,21,10,2,R3,P,7.95,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219391,2021-09-30,22805,2,28,5,2,R4,D1,7.54,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219389,2021-09-30,22705,2,27,5,2,R4,D2,7.27,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219388,2021-09-30,22610,2,26,10,2,R4,H,10.93,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219387,2021-09-30,22605,2,26,5,2,R4,H,12.13,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219386,2021-09-30,22510,2,25,10,2,R4,P,8.24,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219385,2021-09-30,22505,2,25,5,2,R4,P,6.5,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219384,2021-09-30,22410,2,24,10,2,R3,H,16.21,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219383,2021-09-30,22405,2,24,5,2,R3,H,3.15,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219382,2021-09-30,22310,2,23,10,2,R3,D2,5,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219381,2021-09-30,22305,2,23,5,2,R3,D2,2.91,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219377,2021-09-30,22105,2,21,5,2,R3,P,4.91,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219340,2021-09-30,20106,2,1,6,1,R5,D1,8.67,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219366,2021-09-30,21506,2,15,6,1,R3,P,4.52,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219390,2021-09-30,22710,2,27,10,2,R4,D2,12.54,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219376,2021-09-30,20410,2,4,10,1,R5,P,13.8,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219375,2021-09-30,20420,2,4,10,1,R5,P,4.79,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219374,2021-09-30,20310,2,3,10,1,R5,H,13.21,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219373,2021-09-30,20320,2,3,10,1,R5,H,35.58,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219372,2021-09-30,20210,2,2,10,1,R5,D2,16.57,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219371,2021-09-30,20220,2,2,10,1,R5,D2,15.37,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219370,2021-09-30,20110,2,1,10,1,R5,D1,15.22,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219369,2021-09-30,20120,2,1,10,1,R5,D1,NA,-2 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219368,2021-09-30,21606,2,16,6,1,R3,D2,9.67,-1 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219367,2021-09-30,21601,2,16,1,1,R3,D2,4.4,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219380,2021-09-30,22210,2,22,10,2,R3,D1,11.05,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219301,2021-09-30,20900,2,9,0,1,R2,D2,3.96,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219290,2021-09-30,20600,2,6,0,1,R4,P,13.73,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219312,2021-09-30,22800,2,28,0,2,R4,D1,5.35,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219311,2021-09-30,22700,2,27,0,2,R4,D2,3.7,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219310,2021-09-30,22600,2,26,0,2,R4,H,7.67,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219309,2021-09-30,22500,2,25,0,2,R4,P,27.06,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219308,2021-09-30,21600,2,16,0,1,R3,D2,11.6,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219307,2021-09-30,21500,2,15,0,1,R3,P,14.45,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219306,2021-09-30,21400,2,14,0,1,R3,D1,5.44,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219305,2021-09-30,21300,2,13,0,1,R3,H,16.94,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219304,2021-09-30,21200,2,12,0,1,R2,H,4.25,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219314,2021-09-30,23400,2,34,0,3,R3,H,11.73,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219302,2021-09-30,21000,2,10,0,1,R2,D1,5.48,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219315,2021-09-30,23500,2,35,0,3,R3,P,5.33,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219300,2021-09-30,22400,2,24,0,2,R3,H,4.65,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219299,2021-09-30,22300,2,23,0,2,R3,D2,3.7,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219298,2021-09-30,22200,2,22,0,2,R3,D1,7.51,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219297,2021-09-30,22100,2,21,0,2,R3,P,10.41,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219296,2021-09-30,22000,2,20,0,2,R2,D2,14.01,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219295,2021-09-30,21900,2,19,0,2,R2,H,6.79,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219294,2021-09-30,21800,2,18,0,2,R2,P,6.83,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219293,2021-09-30,21700,2,17,0,2,R2,D1,5.26,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219292,2021-09-30,20800,2,8,0,1,R4,D1,7.45,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219291,2021-09-30,20700,2,7,0,1,R4,H,16.84,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219289,2021-09-30,20500,2,5,0,1,R4,D2,9.19,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219303,2021-09-30,21100,2,11,0,1,R2,P,22.56,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219327,2021-09-30,24700,2,47,0,3,R2,P,30.35,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219446,2021-09-30,24401,2,44,1,3,R5,D1,14.88,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219338,2021-09-30,20101,2,1,1,1,R5,D1,13.52,-1 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219337,2021-09-30,20111,2,1,1,1,R5,D1,12.82,-2 m,Vaarbyg/eft.afg,2021,2021,Ukrudt+Spildf.,2021 - 2022
221219336,2021-09-30,26400,2,64,0,4,R3,P,5.44,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219335,2021-09-30,26300,2,63,0,4,R3,D1,15.53,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219334,2021-09-30,26200,2,62,0,4,R3,D2,4.86,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219333,2021-09-30,26100,2,61,0,4,R3,H,3.27,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219332,2021-09-30,26000,2,60,0,4,R2,D1,7.21,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219331,2021-09-30,25900,2,59,0,4,R2,P,9.87,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219330,2021-09-30,25800,2,58,0,4,R2,H,8.47,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219313,2021-09-30,23300,2,33,0,3,R3,D1,NA,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219328,2021-09-30,24800,2,48,0,3,R2,D2,26.23,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219339,2021-09-30,20116,2,1,6,1,R5,D1,18.33,-2 m,Vaarbyg/eft.afg,2021,2021,Bar jord,2021 - 2022
221219326,2021-09-30,24600,2,46,0,3,R2,D1,18.92,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219325,2021-09-30,24500,2,45,0,3,R2,H,13.95,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219324,2021-09-30,25200,2,52,0,4,R4,H,6.39,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219323,2021-09-30,25100,2,51,0,4,R4,D2,12.95,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
221219322,2021-09-30,25000,2,50,0,4,R4,P,5.55,-1 m,Vaarbyg/eft.afg,2021,2021,Ref./Efterafg.,2021 - 2022
